qid,searched,matches,after_work_by,school_of,workshop_of,last_first,description,name,creator_string
Q16739226,yes,yes,,,,"Meirowsky, Katja","1920-2012, born Spremberg, Germany, died Potsdam, Germany",Katja Meirowsky,"[""Meirowsky, Katja (1920-2012, born Spremberg, Germany, died Potsdam, Germany)""]"
Q354786,yes,yes,,,,"Meissonier, Jean Louis Ernest","French painter, printmaker, and sculptor, 1815-1891",Jean Louis Ernest Meissonier,"[""Meissonier, Jean Louis Ernest (French painter, printmaker, and sculptor, 1815-1891)""]"
,yes,no,,,,Meitō,,Meitō,"[""Meitō""]"
,yes,no,,,,"Melbourne, Montgomery",1893-1970,Montgomery Melbourne,"[""Melbourne, Montgomery (1893-1970)""]"
Q1689162,yes,yes,,,,"Melchert, Jim","American sculptor, born 1930",Jim Melchert,"[""Melchert, Jim (American sculptor, born 1930)""]"
Q1274026,yes,yes,,,,"Mellan, Claude","French painter and printmaker, 1598-1688",Claude Mellan,"[""Mellan, Claude (French painter and printmaker, 1598-1688)""]"
Q28501555,yes,no,,,,"Mendoza, Pantaléon",,Pantaléon Mendoza,"[""Mendoza, Pantaléon""]"
Q245361,yes,yes,,,,"Menkes, Sigmund Joseph","American painter, 1896-after 1945",Sigmund Joseph Menkes,"[""Menkes, Sigmund Joseph (American painter, 1896-after 1945)""]"
,yes,yes,,,,"Merrick, James Kirk",1905-1985,James Kirk Merrick,"[""Merrick, James Kirk  (1905-1985)""]"
Q247505,yes,yes,,,,"Meryon, Charles","French printmaker, 1821-1868, of English parentage",Charles Meryon,"[""Meryon, Charles (French printmaker, 1821-1868, of English parentage)""]"
Q827495,yes,yes,,,,"Messagier, Jean","French painter, sculptor, and printmaker, 1920-1999",Jean Messagier,"[""Messagier, Jean (French painter, sculptor, and printmaker, 1920-1999)""]"
Q21460035,yes,yes,,,,"Meteyard, Thomas Buford","American painter and illustrator, 1865-1928",Thomas Buford Meteyard,"[""Meteyard, Thomas Buford (American painter and illustrator, 1865-1928)""]"
Q5396074,yes,yes,,,,"Metzl, Ervine",1899-,Ervine Metzl,"[""Metzl, Ervine (1899-)""]"
,yes,yes,,,,"Michael, Creighton","American sculptor, born 1949",Creighton Michael,"[""Michael, Creighton (American sculptor, born 1949)""]"
,yes,no,,,,"Michaels, Edward",,Edward Michaels,"[""Michaels, Edward""]"
Q2028017,yes,yes,,,,"Michel, Georges",1763-1843,Georges Michel,"[""Michel, Georges (1763-1843)""]"
Q1289326,yes,yes,,,,"Micus, Eduard","German painter and sculptor, 1925-2000, active in Spain",Eduard Micus,"[""Micus, Eduard (German painter and sculptor, 1925-2000, active in Spain)"",""Micus, Eduard (1925-2000, born Höxter-Weser, Germany)""]"
,yes,no,,,,"Miguel, Adro",,Adro Miguel,"[""Miguel, Adro""]"
Q19868567,yes,yes,,,,"Miles, Jeanne","American painter and sculptor, born 1908 or 1909, died 1999",Jeanne Miles,"[""Miles, Jeanne (American painter and sculptor, born 1908 or 1909, died 1999)""]"
,yes,no,,,,"Millard, Travis","1975-, born St. Joseph, MO",Travis Millard,"[""Millard, Travis (1975-, born St. Joseph, MO)"",""Millard, Travis""]"
Q28948928,yes,yes,,,,"Miller, Brenda","American painter, born 1941",Brenda Miller,"[""Miller, Brenda (American painter, born 1941)""]"
Q3195174,yes,yes,,,,"Miller, Kenneth Hayes","American painter, printmaker, and sculptor, 1876-1952",Kenneth Hayes Miller,"[""Miller, Kenneth Hayes (American painter, printmaker, and sculptor, 1876-1952)""]"
,yes,yes,,,,"Miller, Mark",,Mark Miller,"[""Miller, Mark""]"
Q50353089,yes,yes,,,,"Millet, Francis Davis","American illustrator and painter, 1846-1912",Francis Davis Millet,"[""Millet, Francis Davis (American illustrator and painter, 1846-1912)""]"
Q7175899,yes,yes,,,,"Milton, Peter and James, Henry",,Peter Milton,"[""Milton, Peter and James, Henry""]"
,yes,no,,,,"Mims, Thomas Puryear","American sculptor, 1906-1975",Thomas Puryear Mims,"[""Mims, Thomas Puryear (American sculptor, 1906-1975)""]"
,yes,no,,,,"Mira, Eduardo",1945-,Eduardo Mira,"[""Mira, Eduardo (1945-)""]"
Q152384,yes,no,,,,"Miró, Joán","Spanish painter, printmaker, and ceramicist, 1893-1983",Joán Miró,"[""Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)""]"
,yes,yes,,,,"Mitchell, Jane",1912-1998,Jane Mitchell,"[""Mitchell, Jane (1912-1998)"",""Mitchell, Jane (1912-1988)""]"
,yes,yes,,,,"Mitchell, Jane",,Jane Mitchell,"[""Mitchell, Jane""]"
Q3148401,yes,yes,,,,"Mitsumasa, Ikeda",1608-1682,Ikeda Mitsumasa,"[""Mitsumasa, Ikeda (1608-1682)""]"
,yes,no,,,,"Mitsunobu, Hasegawa",Eishun,Hasegawa Mitsunobu,"[""Mitsunobu, Hasegawa (Eishun) (1790-1848)""]"
,yes,no,,,,"Mittelman, Ann",1898-1996,Ann Mittelman,"[""Mittelman, Ann (1898-1996)""]"
Q872832,yes,yes,,,,"Mohr, Manfred","German computer artist and painter, born 1938, active in the United States",Manfred Mohr,"[""Mohr, Manfred (German computer artist and painter, born 1938, active in the United States)""]"
Q27068037,yes,yes,,,,"Monk, William","English draftsman, painter, and etcher, 1863-1937",William Monk,"[""Monk, William (English draftsman, painter, and etcher, 1863-1937)""]"
Q7025912,yes,yes,,,,"Monro, Nicholas","British sculptor and printmaker, born 1936",Nicholas Monro,"[""Monro, Nicholas (British sculptor and printmaker, born 1936)""]"
,yes,yes,,,,"Moore, Beveridge","1915-2004, born Richmond, VA",Beveridge Moore,"[""Moore, Beveridge (1915-2004, born Richmond, VA)""]"
Q151097,yes,yes,,,,"Moore, Henry","English sculptor, 1898-1986",Henry Moore,"[""Moore, Henry (English sculptor, 1898-1986)""]"
Q5423958,yes,no,,,,"Mora, F. Luis","American painter, illustrator, and teacher, 1874-1940",F. Luis Mora,"[""Mora, F. Luis (American painter, illustrator, and teacher, 1874-1940)""]"
Q966864,yes,yes,,,,"Moran, Edward","American painter, 1829-1901",Edward Moran,"[""Moran, Edward (American painter, 1829-1901)""]"
Q52148493,yes,yes,,,,"Moran, Leon","American painter, 1864-1941",Leon Moran,"[""Moran, Leon (American painter, 1864-1941)""]"
Q59620,yes,yes,,,,"Moreelse, Paulus","Dutch painter, architect, and city planner, 1571-1638",Paulus Moreelse,"[""Moreelse, Paulus (Dutch painter, architect, and city planner, 1571-1638)""]"
Q8016676,yes,yes,,,,"Morehouse, William P.","American painter, born 1929",William P. Morehouse,"[""Morehouse, William P. (American painter, born 1929)""]"
Q4859173,yes,yes,,,,"Morgan, Barbara","American photographer and painter, 1900-1992",Barbara Morgan,"[""Morgan, Barbara (American photographer and painter, 1900-1992)""]"
Q8056314,yes,yes,,,,"Mori, Yoshitoshi","Japanese printmaker, 1898-1992",Yoshitoshi Mori,"[""Mori, Yoshitoshi (Japanese printmaker, 1898-1992)""]"
Q11544230,yes,yes,,,,"Morikuni, Tachibana",1679-1748,Tachibana Morikuni,"[""Morikuni, Tachibana  (1679-1748)""]"
Q575664,yes,yes,,,,"Morin, Jean","French engraver, ca. 1590-1650",Jean Morin,"[""Morin, Jean (French engraver, ca. 1590-1650)""]"
Q3262746,yes,yes,,,,"Morin, Louis","French painter, illustrator, and writer, 1855-1938",Louis Morin,"[""Morin, Louis (French painter, illustrator, and writer, 1855-1938)""]"
,yes,no,,,,"Morishima, Chura Nakayoshi",,Chura Nakayoshi Morishima,"[""Morishima, Chura Nakayoshi""]"
Q105320,yes,yes,,,,"Morisot, Berthe","French painter, 1841-1895",Berthe Morisot,"[""Morisot, Berthe (French painter, 1841-1895)""]"
Q2405427,yes,yes,,,,"Morland, George","English painter, 1763-1804",George Morland,"[""Morland, George (English painter, 1763-1804)""]"
Q28052067,yes,yes,,,,"Morley, Malcolm","English painter, born 1931",Malcolm Morley,"[""Morley, Malcolm (English painter, born 1931)""]"
Q52155555,yes,yes,,,,"Moses, Thomas G.","American artist and scenographer, 1856-1934",Thomas G. Moses,"[""Moses, Thomas G. (American artist and scenographer, 1856-1934)""]"
Q165275,yes,yes,,,,"Motherwell, Robert","American painter, printmaker, and author, 1915-1991",Robert Motherwell,"[""Motherwell, Robert (American painter, printmaker, and author, 1915-1991)""]"
Q30014874,yes,yes,,,,"Moyreau, Jean","French painter, printmaker, metalworker, and artisan, 1690-1762",Jean Moyreau,"[""Moyreau, Jean (French painter, printmaker, metalworker, and artisan, 1690-1762)""]"
,yes,no,,,,"Mozzolini, S.",,S. Mozzolini,"[""Mozzolini, S.""]"
,yes,yes,,,,"Mueller, Richard",1874-1954,Richard Mueller,"[""Mueller, Richard (1874-1954)""]"
,yes,yes,,,,"Mulder, John",,John Mulder,"[""Mulder, John""]"
Q1251247,yes,no,,,,"Munakata, Shikō","Japanese woodcutter and painter, 1903-1975",Shikō Munakata,"[""Munakata, Shikō (Japanese woodcutter and painter, 1903-1975)""]"
Q1288454,yes,yes,,,,"Muniz, Vik","American photographer, born 1961",Vik Muniz,"[""Muniz, Vik (American photographer, born 1961)""]"
Q2406301,yes,yes,,,,"Muntadas, Antoni","Spanish video artist, born 1942, active in the United States",Antoni Muntadas,"[""Muntadas, Antoni (Spanish video artist, born 1942, active in the United States)""]"
Q77324910,yes,yes,,,,"Murata, Hiroshi","American painter and printmaker, born 1941",Hiroshi Murata,"[""Murata, Hiroshi (American painter and printmaker, born 1941)""]"
Q58186045,yes,yes,,,,"Murphy, Marilyn",,Marilyn Murphy,"[""Murphy, Marilyn""]"
Q63044600,yes,yes,,,,"Murray, Judith","American painter, born 1941",Judith Murray,"[""Murray, Judith (American painter, born 1941)""]"
Q220545,yes,yes,,,,"Music, Zoran","Slovene painter, printmaker, 1909-2005",Zoran Music,"[""Music, Zoran (Slovene painter, printmaker, 1909-2005)""]"
Q185495,yes,yes,,,,"Musscher, Michiel van","Dutch etcher, painter, and draftsman, 1645-1705",Michiel van Musscher,"[""Musscher, Michiel van (Dutch etcher, painter, and draftsman, 1645-1705)""]"
,yes,no,,,,"Nabb, Paul",,Paul Nabb,"[""Nabb, Paul""]"
Q21556352,yes,yes,,,,"Naegele, Charles Frederick","1857-1944, born Knoxville, TN",Charles Frederick Naegele,"[""Naegele, Charles Frederick (1857-1944, born Knoxville, TN)""]"
Q27964788,yes,yes,,,,"Nagler, Fred","American painter, 1891-1983",Fred Nagler,"[""Nagler, Fred (American painter, 1891-1983)""]"
Q2963561,yes,no,,,,Nakabayashi Chikudo,"Japanese painter, 1776-1853",Nakabayashi Chikudo,"[""Nakabayashi Chikudo (Japanese painter, 1776-1853)""]"
Q20041812,yes,yes,,,,"Nakajima,Raisho","1796-1871, born Otsu",Raisho Nakajima,"[""Nakajima,Raisho\n  (1796-1871, born Otsu)""]"
,yes,no,,,,"Namgay, Phurba","1964-, born Chendipji, Tongsa, Bhutan",Phurba Namgay,"[""Namgay, Phurba (1964-, born Chendipji, Tongsa, Bhutan)""]"
Q1356084,yes,yes,,,,"Nanteuil, Robert","French painter, printmaker, and draftsman, 1623-1678",Robert Nanteuil,"[""Nanteuil, Robert (French painter, printmaker, and draftsman, 1623-1678)""]"
Q7147317,yes,yes,,,,"Nasmyth, Patrick","Scottish painter, 1787-1831",Patrick Nasmyth,"[""Nasmyth, Patrick (Scottish painter, 1787-1831)""]"
Q22132695,yes,yes,,,,"Nason, Thomas Willoughby","American etcher and woodcutter, 1889-1971",Thomas Willoughby Nason,"[""Nason, Thomas Willoughby (American etcher and woodcutter, 1889-1971)""]"
Q460186,yes,yes,,,,"Neel, Alice","American painter, printmaker, and sculptor, 1900-1984",Alice Neel,"[""Neel, Alice (American painter, printmaker, and sculptor, 1900-1984)""]"
Q6752769,yes,yes,,,,"Neri, Manuel","American sculptor, born 1930",Manuel Neri,"[""Neri, Manuel (American sculptor, born 1930)""]"
,yes,no,,,,"Nesbitt, Dawson",1948-,Dawson Nesbitt,"[""Nesbitt, Dawson (1948-)""]"
Q6693179,yes,yes,,,,"Nesbitt, Lowell","American painter, 1933-1993",Lowell Nesbitt,"[""Nesbitt, Lowell (American painter, 1933-1993)""]"
Q262413,yes,yes,,,,"Neshat, Shirin","American and Iranian video artist and photographer, born 1957",Shirin Neshat,"[""Neshat, Shirin (American and Iranian video artist and photographer, born 1957)""]"
Q7531,yes,yes,,,,"Nevelson, Louise","American sculptor, 1899-1988",Louise Nevelson,"[""Nevelson, Louise (American sculptor, 1899-1988)""]"
Q6470990,yes,no,,,,"Nevjestic, Virgilije",,Virgilije Nevjestic,"[""Nevjestic, Virgilije""]"
Q5488644,yes,yes,,,,"Newbould, Frank","British artist, 1887-1951",Frank Newbould,"[""Newbould, Frank (British artist, 1887-1951)""]"
Q26707502,yes,yes,,,,"Newman, Willie Betty","b. 1864, born Murfreesboro, died Nashville, TN",Willie Betty Newman,"[""Newman, Willie Betty (b. 1864, born Murfreesboro, died Nashville, TN)""]"
,yes,yes,,,,Nishikawa,,Nishikawa,"[""Nishikawa""]"
Q3109429,yes,yes,,,,Nishikawa Sukenobu,"Japanese printmaker, painter, and illustrator, 1671-1751",Nishikawa Sukenobu,"[""Nishikawa Sukenobu (Japanese printmaker, painter, and illustrator, 1671-1751)""]"
,yes,no,,,,"Nishikawa, Harunobu",,Harunobu Nishikawa,"[""Nishikawa, Harunobu""]"
Q590523,yes,yes,,,,"no Yorimitsu, Minamoto",,Minamoto no Yorimitsu,"[""no Yorimitsu, Minamoto""]"
Q11541091,yes,yes,,,,Nobukazu,"Japanese woodcutter and graphic artist, 1872-1944",Nobukazu,"[""Nobukazu (Japanese woodcutter and graphic artist, 1872-1944)""]"
Q11599029,yes,yes,,,,"Nobushige, Takehara",Shunchosai 1772-1801,Takehara Nobushige,"[""Nobushige, Takehara (Shunchosai) (1772-1801)"",""Nobushige (Shunchosai), Takehara (1772-1801)""]"
Q15919506,yes,yes,,,,"Noda, Tetsuya","Japanese photographer, printmaker, born 1940",Tetsuya Noda,"[""Noda, Tetsuya (Japanese photographer, printmaker, born 1940)""]"
Q152788,yes,yes,,,,"Nolde, Emil","German painter and printmaker, 1867-1956",Emil Nolde,"[""Nolde, Emil (German painter and printmaker, 1867-1956)""]"
,yes,no,,,,"Nolla, Joaquim and Mir, Josep M.",,Joaquim Nolla,"[""Nolla, Joaquim and Mir, Josep M.""]"
Q3271860,yes,yes,,,,"Novoa, Leopoldo","1919-2012, born Pontevedra, Spain, died Paris, France",Leopoldo Novoa,"[""Novoa, Leopoldo (1919-2012, born Pontevedra, Spain, died Paris, France)""]"
,yes,no,,,,"Nussbaum, Jacob",1873-1934,Jacob Nussbaum,"[""Nussbaum, Jacob (1873-1934)""]"
Q13585004,yes,no,,,,"O'Connell, Friederike Emilie August","German painter and engraver, 1823-1885",Friederike Emilie August O'Connell,"[""O'Connell, Friederike Emilie August (German painter and engraver, 1823-1885)""]"
,yes,yes,,,,"O'Connell, Kathleen","1980-, born Plattsburgh, NY",Kathleen O'Connell,"[""O'Connell, Kathleen (1980-, born Plattsburgh, NY)""]"
Q1599655,yes,no,,,,"O'Higgins, Pablo","American painter and printmaker, 1904-1983",Pablo O'Higgins,"[""O'Higgins, Pablo (American painter and printmaker, 1904-1983)""]"
Q22002909,yes,yes,,,,"Obering, Mary","Amrerican painter, born 1937",Mary Obering,"[""Obering, Mary (Amrerican painter, born 1937)""]"
Q6216496,yes,yes,,,,"Oertel, Johannes Adam Simon","American painter, 1823-1909",Johannes Adam Simon Oertel,"[""Oertel, Johannes Adam Simon (American painter, 1823-1909)""]"
Q534279,yes,yes,,,,Ogata Kenzan,"Japanese potter, calligrapher and painter, 1663-1743",Ogata Kenzan,"[""Ogata Kenzan (Japanese potter, calligrapher and painter, 1663-1743)""]"
Q1394396,yes,no,,,,Okada Hankō,"Japanese painter, 1782-1846",Okada Hankō,"[""Okada Hankō (Japanese painter, 1782-1846)""]"
Q20081176,yes,yes,,,,"Oldmeadow, J. C.","English architectural and landscape painter, active 1841-1849",J. C. Oldmeadow,"[""Oldmeadow, J. C. (English architectural and landscape painter, active 1841-1849)""]"
Q4978091,yes,yes,,,,"Onobrakpeya, Bruce","Nigerian printmaker, painter, and sculptor, born 1932",Bruce Onobrakpeya,"[""Onobrakpeya, Bruce (Nigerian printmaker, painter, and sculptor, born 1932)""]"
Q18596481,yes,yes,,,,"Onofri, Crescenzio","Italian painter and engraver, ca. 1632-ca. 1712",Crescenzio Onofri,"[""Onofri, Crescenzio (Italian painter and engraver, ca. 1632-ca. 1712)""]"
Q2481088,yes,yes,,,,"Opie, John","British painter, 1761-1807",John Opie,"[""Opie, John (British painter, 1761-1807)""]"
Q544839,yes,yes,,,,"Orioli, Pietro di Francesco degli","Italian painter, 1458-1496",Pietro di Francesco degli Orioli,"[""Orioli, Pietro di Francesco degli (Italian painter, 1458-1496)""]"
Q332041,yes,yes,,,,"Orozco, José Clemente","Mexican muralist and draftsman, 1883-1949",José Clemente Orozco,"[""Orozco, José Clemente (Mexican muralist and draftsman, 1883-1949)""]"
,yes,yes,,,,"Orr, Arthur Anselm","English glass painter and draftsman, 1868-1949",Arthur Anselm Orr,"[""Orr, Arthur Anselm (English glass painter and draftsman, 1868-1949)"",""Orr, Arthur""]"
Q77348303,yes,no,,,,"Ortiz-Hernández, Gloria","1943-, born Cali, Colombia",Gloria Ortiz-Hernández,"[""Ortiz-Hernández, Gloria (1943-, born Cali, Colombia)""]"
,yes,no,,,,"Oson, Toshi",,Toshi Oson,"[""Oson, Toshi""]"
Q352438,yes,yes,,,,"Ostade, Adriaen van","Dutch draftsman and painter, 1610-1685",Adriaen van Ostade,"[""Ostade, Adriaen van (Dutch draftsman and painter, 1610-1685)""]"
Q62392913,yes,yes,,,,"Otero, Roberto","Argentine photographer, 1931-2004",Roberto Otero,"[""Otero, Roberto (Argentine photographer, 1931-2004)""]"
,yes,yes,,,,Otte,,Otte,"[""Otte""]"
,yes,no,,,,Ou Shiang,,Ou Shiang,"[""Ou Shiang""]"
Q5593120,yes,yes,,,,"Ovenden, Graham","British painter and author, born 1943",Graham Ovenden,"[""Ovenden, Graham (British painter and author, born 1943)""]"
,yes,yes,,,,"Page, Judith","1946-, born Lexington, KY",Judith Page,"[""Page, Judith (1946-, born Lexington, KY)""]"
,yes,yes,,,,"Pagliari, Giorgio","1933-2015, born Rome, Italy, died Ibiza, Spain",Giorgio Pagliari,"[""Pagliari, Giorgio (1933-2015, born Rome, Italy, died Ibiza, Spain)"",""Pagliari, Giorgio (1933-, born Rome, Italy)""]"
Q701592,yes,yes,,,,"Paladino, Mimmo","Italian painter and sculptor, born 1948",Mimmo Paladino,"[""Paladino, Mimmo (Italian painter and sculptor, born 1948)""]"
,yes,no,,,,"Pallot, S.",,S. Pallot,"[""Pallot, S.""]"
Q982251,yes,yes,,,,"Palmer, Samuel","English draftsman and painter, 1805-1881",Samuel Palmer,"[""Palmer, Samuel (English draftsman and painter, 1805-1881)""]"
Q19845232,yes,yes,,,,"Paluzzi, Rinaldo","American painter, born 1927",Rinaldo Paluzzi,"[""Paluzzi, Rinaldo (American painter, born 1927)""]"
Q165397,yes,yes,,,,"Paolozzi, Eduardo Luigi","British sculptor and printmaker, 1924-2005",Eduardo Luigi Paolozzi,"[""Paolozzi, Eduardo Luigi (British sculptor and printmaker, 1924-2005)""]"
Q3302254,yes,yes,,,,"Papart, Max","French painter, printmaker, and draftsman, born 1911",Max Papart,"[""Papart, Max (French painter, printmaker, and draftsman, born 1911)""]"
,yes,yes,,,,"Paris, Dorothy",,Dorothy Paris,"[""Paris, Dorothy""]"
Q94940731,yes,yes,,,,"Parker, Cushman","American illustrator, 1881-1940",Cushman Parker,"[""Parker, Cushman (American illustrator, 1881-1940)""]"
Q28842044,yes,yes,,,,"Parker, Edgar","American painter, 1840-1892",Edgar Parker,"[""Parker, Edgar (American painter, 1840-1892)""]"
,yes,no,,,,"Parkhurst, Anita",,Anita Parkhurst,"[""Parkhurst, Anita""]"
,yes,no,,,,"Parrish, Janice",,Janice Parrish,"[""Parrish, Janice""]"
,yes,no,,,,"Parrish, Rachel",,Rachel Parrish,"[""Parrish, Rachel""]"
,yes,no,,,,"Pasek, Margaret",,Margaret Pasek,"[""Pasek, Margaret""]"
Q43193557,yes,yes,,,,"Paulino, Rosana","Brazilian engraver, born 1967",Rosana Paulino,"[""Paulino, Rosana (Brazilian engraver, born 1967)""]"
Q708763,yes,yes,,,,"Pearlstein, Philip","American painter and printmaker, born 1924",Philip Pearlstein,"[""Pearlstein, Philip (American painter and printmaker, born 1924)""]"
Q5719056,yes,yes,,,,"Pearson, Henry","American painter, 1914-2006",Henry Pearson,"[""Pearson, Henry (American painter, 1914-2006)"",""Pearson, Henry (American artist, 1914-2006)""]"
Q162105,yes,yes,,,,"Pechstein, Max","German painter and printmaker, 1881-1955",Max Pechstein,"[""Pechstein, Max (German painter and printmaker, 1881-1955)""]"
,yes,no,,,,"Pecsenke, Joseph A.",1942-1989,Joseph A. Pecsenke,"[""Pecsenke, Joseph A. (1942-1989)""]"
Q26207216,yes,yes,,,,"Peel, Michael",1940,Michael Peel,"[""Peel, Michael (1940)""]"
,yes,yes,,,,"Peel, Michael","British painter, born 1951",Michael Peel,"[""Peel, Michael (British painter, born 1951)""]"
,yes,no,,,,"Pei-Zhi, Lei",1909-1985,Lei Pei-Zhi,"[""Pei-Zhi, Lei (1909-1985)""]"
Q3565323,yes,yes,,,,"Peirce, Waldo","American painter, 1884-1970",Waldo Peirce,"[""Peirce, Waldo (American painter, 1884-1970)""]"
,yes,no,,,,"Peiser, Jane",,Jane Peiser,"[""Peiser, Jane""]"
Q698624,yes,yes,,,,"Pencz, Georg","German painter, draftsman, and engraver, ca. 1500-1550",Georg Pencz,"[""Pencz, Georg (German painter, draftsman, and engraver, ca. 1500-1550)""]"
